location,year,compound,concentration_ng_l,type,total_pfas_ng_l,reference,region,dataset
"Greater Melbourne Area, Australia",2017,PFBA,6.1,legacy,38.11,"Szabo, D., Coggan, T. L., Robson, T. C., Currell, M., & Clarke, B. O. (2018). Investigating recycled water use as a diffuse source of per- and polyfluoroalkyl substances (PFASs) to groundwater in Melbourne, Australia. Science of The Total Environment, 644, 1409-1417. https://doi.org/10.1016/j.scitotenv.2018.07.048",Inland / Freshwater,inland
"Greater Melbourne Area, Australia",2017,PFOA,2.2,,38.11,"Szabo, D., Coggan, T. L., Robson, T. C., Currell, M., & Clarke, B. O. (2018). Investigating recycled water use as a diffuse source of per- and polyfluoroalkyl substances (PFASs) to groundwater in Melbourne, Australia. Science of The Total Environment, 644, 1409-1417. https://doi.org/10.1016/j.scitotenv.2018.07.048",Inland / Freshwater,inland
"Greater Melbourne Area, Australia",2017,PFDA,0.31,,38.11,"Szabo, D., Coggan, T. L., Robson, T. C., Currell, M., & Clarke, B. O. (2018). Investigating recycled water use as a diffuse source of per- and polyfluoroalkyl substances (PFASs) to groundwater in Melbourne, Australia. Science of The Total Environment, 644, 1409-1417. https://doi.org/10.1016/j.scitotenv.2018.07.048",Inland / Freshwater,inland
"Greater Melbourne Area, Australia",2017,PFHxS,5.9,,38.11,"Szabo, D., Coggan, T. L., Robson, T. C., Currell, M., & Clarke, B. O. (2018). Investigating recycled water use as a diffuse source of per- and polyfluoroalkyl substances (PFASs) to groundwater in Melbourne, Australia. Science of The Total Environment, 644, 1409-1417. https://doi.org/10.1016/j.scitotenv.2018.07.048",Inland / Freshwater,inland
"Greater Melbourne Area, Australia",2017,PFOS,11.0,,38.11,"Szabo, D., Coggan, T. L., Robson, T. C., Currell, M., & Clarke, B. O. (2018). Investigating recycled water use as a diffuse source of per- and polyfluoroalkyl substances (PFASs) to groundwater in Melbourne, Australia. Science of The Total Environment, 644, 1409-1417. https://doi.org/10.1016/j.scitotenv.2018.07.048",Inland / Freshwater,inland
"Greater Melbourne Area, Australia",2012,PFBS,2.685,emerging,81.116,"Allinson, M., Yamashita, N., Taniyasu, S., Yamazaki, E., & Allinson, G. (2019). Occurrence of perfluoroalkyl substances in selected Victorian rivers and estuaries: An historical snapshot. Heliyon, 5(9), e02472.https://doi.org/10.1016/j.heliyon.2019.e02472",Inland / Freshwater,inland
"Greater Melbourne Area, Australia",2012,PFHxA,6.29,,81.116,"Allinson, M., Yamashita, N., Taniyasu, S., Yamazaki, E., & Allinson, G. (2019). Occurrence of perfluoroalkyl substances in selected Victorian rivers and estuaries: An historical snapshot. Heliyon, 5(9), e02472.https://doi.org/10.1016/j.heliyon.2019.e02472",Inland / Freshwater,inland
"Greater Melbourne Area, Australia",2012,PFHpA,4.0,,81.116,"Allinson, M., Yamashita, N., Taniyasu, S., Yamazaki, E., & Allinson, G. (2019). Occurrence of perfluoroalkyl substances in selected Victorian rivers and estuaries: An historical snapshot. Heliyon, 5(9), e02472.https://doi.org/10.1016/j.heliyon.2019.e02472",Inland / Freshwater,inland
"Greater Melbourne Area, Australia",2012,PFNA,1.97,,81.116,"Allinson, M., Yamashita, N., Taniyasu, S., Yamazaki, E., & Allinson, G. (2019). Occurrence of perfluoroalkyl substances in selected Victorian rivers and estuaries: An historical snapshot. Heliyon, 5(9), e02472.https://doi.org/10.1016/j.heliyon.2019.e02472",Inland / Freshwater,inland
"Greater Melbourne Area, Australia",2012,N-EtFOSAA,0.72,,81.116,"Allinson, M., Yamashita, N., Taniyasu, S., Yamazaki, E., & Allinson, G. (2019). Occurrence of perfluoroalkyl substances in selected Victorian rivers and estuaries: An historical snapshot. Heliyon, 5(9), e02472.https://doi.org/10.1016/j.heliyon.2019.e02472",Inland / Freshwater,inland
"Greater Melbourne Area, Australia",2012,PFPeA,5.1,,81.116,"Allinson, M., Yamashita, N., Taniyasu, S., Yamazaki, E., & Allinson, G. (2019). Occurrence of perfluoroalkyl substances in selected Victorian rivers and estuaries: An historical snapshot. Heliyon, 5(9), e02472.https://doi.org/10.1016/j.heliyon.2019.e02472",Inland / Freshwater,inland
"Greater Melbourne Area, Australia",2012,PFHxS,14.914,legacy,81.116,"Allinson, M., Yamashita, N., Taniyasu, S., Yamazaki, E., & Allinson, G. (2019). Occurrence of perfluoroalkyl substances in selected Victorian rivers and estuaries: An historical snapshot. Heliyon, 5(9), e02472.https://doi.org/10.1016/j.heliyon.2019.e02472",Inland / Freshwater,inland
"Greater Melbourne Area, Australia",2012,PFOS,31.982,,81.116,"Allinson, M., Yamashita, N., Taniyasu, S., Yamazaki, E., & Allinson, G. (2019). Occurrence of perfluoroalkyl substances in selected Victorian rivers and estuaries: An historical snapshot. Heliyon, 5(9), e02472.https://doi.org/10.1016/j.heliyon.2019.e02472",Inland / Freshwater,inland
"Greater Melbourne Area, Australia",2012,PFBA,5.74,,81.116,"Allinson, M., Yamashita, N., Taniyasu, S., Yamazaki, E., & Allinson, G. (2019). Occurrence of perfluoroalkyl substances in selected Victorian rivers and estuaries: An historical snapshot. Heliyon, 5(9), e02472.https://doi.org/10.1016/j.heliyon.2019.e02472",Inland / Freshwater,inland
"Greater Melbourne Area, Australia",2012,PFOA,5.64,,81.116,"Allinson, M., Yamashita, N., Taniyasu, S., Yamazaki, E., & Allinson, G. (2019). Occurrence of perfluoroalkyl substances in selected Victorian rivers and estuaries: An historical snapshot. Heliyon, 5(9), e02472.https://doi.org/10.1016/j.heliyon.2019.e02472",Inland / Freshwater,inland
"Greater Melbourne Area, Australia",2012,PFDA,1.27,,81.116,"Allinson, M., Yamashita, N., Taniyasu, S., Yamazaki, E., & Allinson, G. (2019). Occurrence of perfluoroalkyl substances in selected Victorian rivers and estuaries: An historical snapshot. Heliyon, 5(9), e02472.https://doi.org/10.1016/j.heliyon.2019.e02472",Inland / Freshwater,inland
"Greater Melbourne Area, Australia",2012,PFUnDA,0.42,,81.116,"Allinson, M., Yamashita, N., Taniyasu, S., Yamazaki, E., & Allinson, G. (2019). Occurrence of perfluoroalkyl substances in selected Victorian rivers and estuaries: An historical snapshot. Heliyon, 5(9), e02472.https://doi.org/10.1016/j.heliyon.2019.e02472",Inland / Freshwater,inland
"Greater Melbourne Area, Australia",2012,PFDoDA,0.385,,81.116,"Allinson, M., Yamashita, N., Taniyasu, S., Yamazaki, E., & Allinson, G. (2019). Occurrence of perfluoroalkyl substances in selected Victorian rivers and estuaries: An historical snapshot. Heliyon, 5(9), e02472.https://doi.org/10.1016/j.heliyon.2019.e02472",Inland / Freshwater,inland
"Lake Victoria, Africa",2019,PFHxA,2.09,emerging,26.57,"Arinaitwe, K., Keltsch, N., Taabu-Munyaho, A., Reemtsma, T., & Berger, U. (2021). Perfluoroalkyl substances (PFASs) in the Ugandan waters of Lake Victoria: Spatial distribution, catchment release and public exposure risk via municipal water consumption. Science of The Total Environment, 783, 146970. https://doi.org/10.1016/j.scitotenv.2021.146970",Inland / Freshwater,inland
"Lake Victoria, Africa",2019,PFHpA,10.82,,26.57,"Arinaitwe, K., Keltsch, N., Taabu-Munyaho, A., Reemtsma, T., & Berger, U. (2021). Perfluoroalkyl substances (PFASs) in the Ugandan waters of Lake Victoria: Spatial distribution, catchment release and public exposure risk via municipal water consumption. Science of The Total Environment, 783, 146970. https://doi.org/10.1016/j.scitotenv.2021.146970",Inland / Freshwater,inland
"Lake Victoria, Africa",2019,PFNA,0.23,,26.57,"Arinaitwe, K., Keltsch, N., Taabu-Munyaho, A., Reemtsma, T., & Berger, U. (2021). Perfluoroalkyl substances (PFASs) in the Ugandan waters of Lake Victoria: Spatial distribution, catchment release and public exposure risk via municipal water consumption. Science of The Total Environment, 783, 146970. https://doi.org/10.1016/j.scitotenv.2021.146970",Inland / Freshwater,inland
"Lake Victoria, Africa",2019,PFBS,0.64,,26.57,"Arinaitwe, K., Keltsch, N., Taabu-Munyaho, A., Reemtsma, T., & Berger, U. (2021). Perfluoroalkyl substances (PFASs) in the Ugandan waters of Lake Victoria: Spatial distribution, catchment release and public exposure risk via municipal water consumption. Science of The Total Environment, 783, 146970. https://doi.org/10.1016/j.scitotenv.2021.146970",Inland / Freshwater,inland
"Lake Victoria, Africa",2019,PFPeA,2.49,,26.57,"Arinaitwe, K., Keltsch, N., Taabu-Munyaho, A., Reemtsma, T., & Berger, U. (2021). Perfluoroalkyl substances (PFASs) in the Ugandan waters of Lake Victoria: Spatial distribution, catchment release and public exposure risk via municipal water consumption. Science of The Total Environment, 783, 146970. https://doi.org/10.1016/j.scitotenv.2021.146970",Inland / Freshwater,inland
"Lake Victoria, Africa",2019,PFBA,2.82,legacy,26.57,"Arinaitwe, K., Keltsch, N., Taabu-Munyaho, A., Reemtsma, T., & Berger, U. (2021). Perfluoroalkyl substances (PFASs) in the Ugandan waters of Lake Victoria: Spatial distribution, catchment release and public exposure risk via municipal water consumption. Science of The Total Environment, 783, 146970. https://doi.org/10.1016/j.scitotenv.2021.146970",Inland / Freshwater,inland
"Lake Victoria, Africa",2019,PFOA,4.88,,26.57,"Arinaitwe, K., Keltsch, N., Taabu-Munyaho, A., Reemtsma, T., & Berger, U. (2021). Perfluoroalkyl substances (PFASs) in the Ugandan waters of Lake Victoria: Spatial distribution, catchment release and public exposure risk via municipal water consumption. Science of The Total Environment, 783, 146970. https://doi.org/10.1016/j.scitotenv.2021.146970",Inland / Freshwater,inland
"Lake Victoria, Africa",2019,PFDA,0.9,,26.57,"Arinaitwe, K., Keltsch, N., Taabu-Munyaho, A., Reemtsma, T., & Berger, U. (2021). Perfluoroalkyl substances (PFASs) in the Ugandan waters of Lake Victoria: Spatial distribution, catchment release and public exposure risk via municipal water consumption. Science of The Total Environment, 783, 146970. https://doi.org/10.1016/j.scitotenv.2021.146970",Inland / Freshwater,inland
"Lake Victoria, Africa",2019,PFUnDA,0.07,,26.57,"Arinaitwe, K., Keltsch, N., Taabu-Munyaho, A., Reemtsma, T., & Berger, U. (2021). Perfluoroalkyl substances (PFASs) in the Ugandan waters of Lake Victoria: Spatial distribution, catchment release and public exposure risk via municipal water consumption. Science of The Total Environment, 783, 146970. https://doi.org/10.1016/j.scitotenv.2021.146970",Inland / Freshwater,inland
"Lake Victoria, Africa",2019,PFDoDA,0.07,,26.57,"Arinaitwe, K., Keltsch, N., Taabu-Munyaho, A., Reemtsma, T., & Berger, U. (2021). Perfluoroalkyl substances (PFASs) in the Ugandan waters of Lake Victoria: Spatial distribution, catchment release and public exposure risk via municipal water consumption. Science of The Total Environment, 783, 146970. https://doi.org/10.1016/j.scitotenv.2021.146970",Inland / Freshwater,inland
"Lake Victoria, Africa",2019,PFTrDA,0.01,,26.57,"Arinaitwe, K., Keltsch, N., Taabu-Munyaho, A., Reemtsma, T., & Berger, U. (2021). Perfluoroalkyl substances (PFASs) in the Ugandan waters of Lake Victoria: Spatial distribution, catchment release and public exposure risk via municipal water consumption. Science of The Total Environment, 783, 146970. https://doi.org/10.1016/j.scitotenv.2021.146970",Inland / Freshwater,inland
"Lake Victoria, Africa",2019,PFHxS,0.23,,26.57,"Arinaitwe, K., Keltsch, N., Taabu-Munyaho, A., Reemtsma, T., & Berger, U. (2021). Perfluoroalkyl substances (PFASs) in the Ugandan waters of Lake Victoria: Spatial distribution, catchment release and public exposure risk via municipal water consumption. Science of The Total Environment, 783, 146970. https://doi.org/10.1016/j.scitotenv.2021.146970",Inland / Freshwater,inland
"Lake Victoria, Africa",2019,PFOS,1.29,,26.57,"Arinaitwe, K., Keltsch, N., Taabu-Munyaho, A., Reemtsma, T., & Berger, U. (2021). Perfluoroalkyl substances (PFASs) in the Ugandan waters of Lake Victoria: Spatial distribution, catchment release and public exposure risk via municipal water consumption. Science of The Total Environment, 783, 146970. https://doi.org/10.1016/j.scitotenv.2021.146970",Inland / Freshwater,inland
"Lake Victoria, Africa",2019,FOSA,0.03,,26.57,"Arinaitwe, K., Keltsch, N., Taabu-Munyaho, A., Reemtsma, T., & Berger, U. (2021). Perfluoroalkyl substances (PFASs) in the Ugandan waters of Lake Victoria: Spatial distribution, catchment release and public exposure risk via municipal water consumption. Science of The Total Environment, 783, 146970. https://doi.org/10.1016/j.scitotenv.2021.146970",Inland / Freshwater,inland
"Lake Victoria, Africa",2013,PFHxA,0.76,emerging,45.08,"Chirikona, F., Filipovic, M., Ooko, S., & Orata, F. (2015). Perfluoroalkyl acids in selected wastewater treatment plants and their discharge load within the Lake Victoria basin in Kenya. Environmental Monitoring and Assessment, 187, Article 238. https://doi.org/10.1007/s10661-015-4482-7",Inland / Freshwater,inland
"Lake Victoria, Africa",2013,PFNA,6.3,,45.08,"Chirikona, F., Filipovic, M., Ooko, S., & Orata, F. (2015). Perfluoroalkyl acids in selected wastewater treatment plants and their discharge load within the Lake Victoria basin in Kenya. Environmental Monitoring and Assessment, 187, Article 238. https://doi.org/10.1007/s10661-015-4482-7",Inland / Freshwater,inland
"Lake Victoria, Africa",2013,PFDA,5.6,legacy,45.08,"Chirikona, F., Filipovic, M., Ooko, S., & Orata, F. (2015). Perfluoroalkyl acids in selected wastewater treatment plants and their discharge load within the Lake Victoria basin in Kenya. Environmental Monitoring and Assessment, 187, Article 238. https://doi.org/10.1007/s10661-015-4482-7",Inland / Freshwater,inland
"Lake Victoria, Africa",2013,PFUnDA,6.88,,45.08,"Chirikona, F., Filipovic, M., Ooko, S., & Orata, F. (2015). Perfluoroalkyl acids in selected wastewater treatment plants and their discharge load within the Lake Victoria basin in Kenya. Environmental Monitoring and Assessment, 187, Article 238. https://doi.org/10.1007/s10661-015-4482-7",Inland / Freshwater,inland
"Lake Victoria, Africa",2013,PFDoDA,5.1,,45.08,"Chirikona, F., Filipovic, M., Ooko, S., & Orata, F. (2015). Perfluoroalkyl acids in selected wastewater treatment plants and their discharge load within the Lake Victoria basin in Kenya. Environmental Monitoring and Assessment, 187, Article 238. https://doi.org/10.1007/s10661-015-4482-7",Inland / Freshwater,inland
"Lake Victoria, Africa",2013,PFHxS,2.98,,45.08,"Chirikona, F., Filipovic, M., Ooko, S., & Orata, F. (2015). Perfluoroalkyl acids in selected wastewater treatment plants and their discharge load within the Lake Victoria basin in Kenya. Environmental Monitoring and Assessment, 187, Article 238. https://doi.org/10.1007/s10661-015-4482-7",Inland / Freshwater,inland
"Lake Victoria, Africa",2013,PFOS,4.04,,45.08,"Chirikona, F., Filipovic, M., Ooko, S., & Orata, F. (2015). Perfluoroalkyl acids in selected wastewater treatment plants and their discharge load within the Lake Victoria basin in Kenya. Environmental Monitoring and Assessment, 187, Article 238. https://doi.org/10.1007/s10661-015-4482-7",Inland / Freshwater,inland
"Lake Victoria, Africa",2013,PFOSA,1.32,,45.08,"Chirikona, F., Filipovic, M., Ooko, S., & Orata, F. (2015). Perfluoroalkyl acids in selected wastewater treatment plants and their discharge load within the Lake Victoria basin in Kenya. Environmental Monitoring and Assessment, 187, Article 238. https://doi.org/10.1007/s10661-015-4482-7",Inland / Freshwater,inland
"Lake Victoria, Africa",2013,PFOA,12.1,,45.08,"Chirikona, F., Filipovic, M., Ooko, S., & Orata, F. (2015). Perfluoroalkyl acids in selected wastewater treatment plants and their discharge load within the Lake Victoria basin in Kenya. Environmental Monitoring and Assessment, 187, Article 238. https://doi.org/10.1007/s10661-015-4482-7",Inland / Freshwater,inland
"Lake Victoria, Africa",2006,PFOS,2.268,legacy,12.868,"Orata, F. (2009). Perfluorinated compounds in environmental matrices of Lake Victoria Gulf (Doctoral dissertation). Johannes Gutenberg University Mainz. Retrieved from https://ir-library.mmust.ac.ke/xmlui/handle/123456789/1653?show=full",Inland / Freshwater,inland
"Lake Victoria, Africa",2006,PFOA,10.6,,12.868,"Orata, F. (2009). Perfluorinated compounds in environmental matrices of Lake Victoria Gulf (Doctoral dissertation). Johannes Gutenberg University Mainz. Retrieved from https://ir-library.mmust.ac.ke/xmlui/handle/123456789/1653?show=full",Inland / Freshwater,inland
"Lake Ontario, Canada",2010,PFHxA,8.4,emerging,24.03,"Meyer, T., De Silva, A. O., Spencer, C., & Wania, F. (2011). Fate of perfluorinated carboxylates and sulfonates during snowmelt within an urban watershed. Environmental Science & Technology, 45(19), 8113–8119. https://doi.org/10.1021/es200106q",Inland / Freshwater,inland
"Lake Ontario, Canada",2010,PFHpA,2.65,,24.03,"Meyer, T., De Silva, A. O., Spencer, C., & Wania, F. (2011). Fate of perfluorinated carboxylates and sulfonates during snowmelt within an urban watershed. Environmental Science & Technology, 45(19), 8113–8119. https://doi.org/10.1021/es200106q",Inland / Freshwater,inland
"Lake Ontario, Canada",2010,PFNA,1.6,,24.03,"Meyer, T., De Silva, A. O., Spencer, C., & Wania, F. (2011). Fate of perfluorinated carboxylates and sulfonates during snowmelt within an urban watershed. Environmental Science & Technology, 45(19), 8113–8119. https://doi.org/10.1021/es200106q",Inland / Freshwater,inland
"Lake Ontario, Canada",2010,PFBS,0.86,,24.03,"Meyer, T., De Silva, A. O., Spencer, C., & Wania, F. (2011). Fate of perfluorinated carboxylates and sulfonates during snowmelt within an urban watershed. Environmental Science & Technology, 45(19), 8113–8119. https://doi.org/10.1021/es200106q",Inland / Freshwater,inland
"Lake Ontario, Canada",2010,PFOA,4.92,legacy,24.03,"Meyer, T., De Silva, A. O., Spencer, C., & Wania, F. (2011). Fate of perfluorinated carboxylates and sulfonates during snowmelt within an urban watershed. Environmental Science & Technology, 45(19), 8113–8119. https://doi.org/10.1021/es200106q",Inland / Freshwater,inland
"Lake Ontario, Canada",2010,PFDA,0.95,,24.03,"Meyer, T., De Silva, A. O., Spencer, C., & Wania, F. (2011). Fate of perfluorinated carboxylates and sulfonates during snowmelt within an urban watershed. Environmental Science & Technology, 45(19), 8113–8119. https://doi.org/10.1021/es200106q",Inland / Freshwater,inland
"Lake Ontario, Canada",2010,PFOS,3.78,,24.03,"Meyer, T., De Silva, A. O., Spencer, C., & Wania, F. (2011). Fate of perfluorinated carboxylates and sulfonates during snowmelt within an urban watershed. Environmental Science & Technology, 45(19), 8113–8119. https://doi.org/10.1021/es200106q",Inland / Freshwater,inland
"Lake Ontario, Canada",2010,PFHxS,0.7,,24.03,"Meyer, T., De Silva, A. O., Spencer, C., & Wania, F. (2011). Fate of perfluorinated carboxylates and sulfonates during snowmelt within an urban watershed. Environmental Science & Technology, 45(19), 8113–8119. https://doi.org/10.1021/es200106q",Inland / Freshwater,inland
"Lake Ontario, Canada",2010,PFOSA,0.17,,24.03,"Meyer, T., De Silva, A. O., Spencer, C., & Wania, F. (2011). Fate of perfluorinated carboxylates and sulfonates during snowmelt within an urban watershed. Environmental Science & Technology, 45(19), 8113–8119. https://doi.org/10.1021/es200106q",Inland / Freshwater,inland
"Lake Ontario, Canada",2013,PFHpA,1.6,emerging,15.2,"Lalonde, B., & Garron, C. (2022). Perfluoroalkyl substances (PFASs) in the Canadian freshwater environment. Archives of Environmental Contamination and Toxicology, 82(4), 581-591. https://doi.org/10.1007/s00244-022-00922-x",Inland / Freshwater,inland
"Lake Ontario, Canada",2013,PFHxA,3.5,,15.2,"Lalonde, B., & Garron, C. (2022). Perfluoroalkyl substances (PFASs) in the Canadian freshwater environment. Archives of Environmental Contamination and Toxicology, 82(4), 581-591. https://doi.org/10.1007/s00244-022-00922-x",Inland / Freshwater,inland
"Lake Ontario, Canada",2013,PFPeA,0.7,,15.2,"Lalonde, B., & Garron, C. (2022). Perfluoroalkyl substances (PFASs) in the Canadian freshwater environment. Archives of Environmental Contamination and Toxicology, 82(4), 581-591. https://doi.org/10.1007/s00244-022-00922-x",Inland / Freshwater,inland
"Lake Ontario, Canada",2013,PFBA,3.2,legacy,15.2,"Lalonde, B., & Garron, C. (2022). Perfluoroalkyl substances (PFASs) in the Canadian freshwater environment. Archives of Environmental Contamination and Toxicology, 82(4), 581-591. https://doi.org/10.1007/s00244-022-00922-x",Inland / Freshwater,inland
"Lake Ontario, Canada",2013,PFOS,3.2,,15.2,"Lalonde, B., & Garron, C. (2022). Perfluoroalkyl substances (PFASs) in the Canadian freshwater environment. Archives of Environmental Contamination and Toxicology, 82(4), 581-591. https://doi.org/10.1007/s00244-022-00922-x",Inland / Freshwater,inland
"Lake Ontario, Canada",2013,PFOA,3.0,,15.2,"Lalonde, B., & Garron, C. (2022). Perfluoroalkyl substances (PFASs) in the Canadian freshwater environment. Archives of Environmental Contamination and Toxicology, 82(4), 581-591. https://doi.org/10.1007/s00244-022-00922-x",Inland / Freshwater,inland
"Lake Ontario, Canada",2014,PFHpA,1.0,emerging,11.1,"Lalonde, B., & Garron, C. (2022). Perfluoroalkyl substances (PFASs) in the Canadian freshwater environment. Archives of Environmental Contamination and Toxicology, 82(4), 581-591. https://doi.org/10.1007/s00244-022-00922-x",Inland / Freshwater,inland
"Lake Ontario, Canada",2014,PFHxA,2.8,,11.1,"Lalonde, B., & Garron, C. (2022). Perfluoroalkyl substances (PFASs) in the Canadian freshwater environment. Archives of Environmental Contamination and Toxicology, 82(4), 581-591. https://doi.org/10.1007/s00244-022-00922-x",Inland / Freshwater,inland
"Lake Ontario, Canada",2014,PFPeA,0.6,,11.1,"Lalonde, B., & Garron, C. (2022). Perfluoroalkyl substances (PFASs) in the Canadian freshwater environment. Archives of Environmental Contamination and Toxicology, 82(4), 581-591. https://doi.org/10.1007/s00244-022-00922-x",Inland / Freshwater,inland
"Lake Ontario, Canada",2014,PFBA,1.2,legacy,11.1,"Lalonde, B., & Garron, C. (2022). Perfluoroalkyl substances (PFASs) in the Canadian freshwater environment. Archives of Environmental Contamination and Toxicology, 82(4), 581-591. https://doi.org/10.1007/s00244-022-00922-x",Inland / Freshwater,inland
"Lake Ontario, Canada",2014,PFOS,3.8,,11.1,"Lalonde, B., & Garron, C. (2022). Perfluoroalkyl substances (PFASs) in the Canadian freshwater environment. Archives of Environmental Contamination and Toxicology, 82(4), 581-591. https://doi.org/10.1007/s00244-022-00922-x",Inland / Freshwater,inland
"Lake Ontario, Canada",2014,PFOA,1.7,,11.1,"Lalonde, B., & Garron, C. (2022). Perfluoroalkyl substances (PFASs) in the Canadian freshwater environment. Archives of Environmental Contamination and Toxicology, 82(4), 581-591. https://doi.org/10.1007/s00244-022-00922-x",Inland / Freshwater,inland
"Lake Ontario, Canada",2015,PFHpA,1.3,emerging,14.4,"Lalonde, B., & Garron, C. (2022). Perfluoroalkyl substances (PFASs) in the Canadian freshwater environment. Archives of Environmental Contamination and Toxicology, 82(4), 581-591. https://doi.org/10.1007/s00244-022-00922-x",Inland / Freshwater,inland
"Lake Ontario, Canada",2015,PFHxA,3.7,,14.4,"Lalonde, B., & Garron, C. (2022). Perfluoroalkyl substances (PFASs) in the Canadian freshwater environment. Archives of Environmental Contamination and Toxicology, 82(4), 581-591. https://doi.org/10.1007/s00244-022-00922-x",Inland / Freshwater,inland
"Lake Ontario, Canada",2015,PFPeA,1.7,,14.4,"Lalonde, B., & Garron, C. (2022). Perfluoroalkyl substances (PFASs) in the Canadian freshwater environment. Archives of Environmental Contamination and Toxicology, 82(4), 581-591. https://doi.org/10.1007/s00244-022-00922-x",Inland / Freshwater,inland
"Lake Ontario, Canada",2015,PFBA,3.4,legacy,14.4,"Lalonde, B., & Garron, C. (2022). Perfluoroalkyl substances (PFASs) in the Canadian freshwater environment. Archives of Environmental Contamination and Toxicology, 82(4), 581-591. https://doi.org/10.1007/s00244-022-00922-x",Inland / Freshwater,inland
"Lake Ontario, Canada",2015,PFOS,2.8,,14.4,"Lalonde, B., & Garron, C. (2022). Perfluoroalkyl substances (PFASs) in the Canadian freshwater environment. Archives of Environmental Contamination and Toxicology, 82(4), 581-591. https://doi.org/10.1007/s00244-022-00922-x",Inland / Freshwater,inland
"Lake Ontario, Canada",2015,PFOA,1.5,,14.4,"Lalonde, B., & Garron, C. (2022). Perfluoroalkyl substances (PFASs) in the Canadian freshwater environment. Archives of Environmental Contamination and Toxicology, 82(4), 581-591. https://doi.org/10.1007/s00244-022-00922-x",Inland / Freshwater,inland
"Lake Ontario, Canada",2016,PFHpA,0.9,emerging,14.5,"Lalonde, B., & Garron, C. (2022). Perfluoroalkyl substances (PFASs) in the Canadian freshwater environment. Archives of Environmental Contamination and Toxicology, 82(4), 581-591. https://doi.org/10.1007/s00244-022-00922-x",Inland / Freshwater,inland
"Lake Ontario, Canada",2016,PFHxA,3.5,,14.5,"Lalonde, B., & Garron, C. (2022). Perfluoroalkyl substances (PFASs) in the Canadian freshwater environment. Archives of Environmental Contamination and Toxicology, 82(4), 581-591. https://doi.org/10.1007/s00244-022-00922-x",Inland / Freshwater,inland
"Lake Ontario, Canada",2016,PFPeA,1.9,,14.5,"Lalonde, B., & Garron, C. (2022). Perfluoroalkyl substances (PFASs) in the Canadian freshwater environment. Archives of Environmental Contamination and Toxicology, 82(4), 581-591. https://doi.org/10.1007/s00244-022-00922-x",Inland / Freshwater,inland
"Lake Ontario, Canada",2016,PFBA,3.6,legacy,14.5,"Lalonde, B., & Garron, C. (2022). Perfluoroalkyl substances (PFASs) in the Canadian freshwater environment. Archives of Environmental Contamination and Toxicology, 82(4), 581-591. https://doi.org/10.1007/s00244-022-00922-x",Inland / Freshwater,inland
"Lake Ontario, Canada",2016,PFOS,2.8,,14.5,"Lalonde, B., & Garron, C. (2022). Perfluoroalkyl substances (PFASs) in the Canadian freshwater environment. Archives of Environmental Contamination and Toxicology, 82(4), 581-591. https://doi.org/10.1007/s00244-022-00922-x",Inland / Freshwater,inland
"Lake Ontario, Canada",2016,PFOA,1.8,,14.5,"Lalonde, B., & Garron, C. (2022). Perfluoroalkyl substances (PFASs) in the Canadian freshwater environment. Archives of Environmental Contamination and Toxicology, 82(4), 581-591. https://doi.org/10.1007/s00244-022-00922-x",Inland / Freshwater,inland
"Lake Ontario, Canada",2017,PFHpA,0.4,emerging,8.2,"Lalonde, B., & Garron, C. (2022). Perfluoroalkyl substances (PFASs) in the Canadian freshwater environment. Archives of Environmental Contamination and Toxicology, 82(4), 581-591. https://doi.org/10.1007/s00244-022-00922-x",Inland / Freshwater,inland
"Lake Ontario, Canada",2017,PFHxA,2.3,,8.2,"Lalonde, B., & Garron, C. (2022). Perfluoroalkyl substances (PFASs) in the Canadian freshwater environment. Archives of Environmental Contamination and Toxicology, 82(4), 581-591. https://doi.org/10.1007/s00244-022-00922-x",Inland / Freshwater,inland
"Lake Ontario, Canada",2017,PFPeA,0.8,,8.2,"Lalonde, B., & Garron, C. (2022). Perfluoroalkyl substances (PFASs) in the Canadian freshwater environment. Archives of Environmental Contamination and Toxicology, 82(4), 581-591. https://doi.org/10.1007/s00244-022-00922-x",Inland / Freshwater,inland
"Lake Ontario, Canada",2017,PFBA,2.6,legacy,8.2,"Lalonde, B., & Garron, C. (2022). Perfluoroalkyl substances (PFASs) in the Canadian freshwater environment. Archives of Environmental Contamination and Toxicology, 82(4), 581-591. https://doi.org/10.1007/s00244-022-00922-x",Inland / Freshwater,inland
"Lake Ontario, Canada",2017,PFOS,1.5,,8.2,"Lalonde, B., & Garron, C. (2022). Perfluoroalkyl substances (PFASs) in the Canadian freshwater environment. Archives of Environmental Contamination and Toxicology, 82(4), 581-591. https://doi.org/10.1007/s00244-022-00922-x",Inland / Freshwater,inland
"Lake Ontario, Canada",2017,PFOA,0.6,,8.2,"Lalonde, B., & Garron, C. (2022). Perfluoroalkyl substances (PFASs) in the Canadian freshwater environment. Archives of Environmental Contamination and Toxicology, 82(4), 581-591. https://doi.org/10.1007/s00244-022-00922-x",Inland / Freshwater,inland
"Lake Ontario, Canada",2018,PFHpA,1.4,emerging,14.3,"Lalonde, B., & Garron, C. (2022). Perfluoroalkyl substances (PFASs) in the Canadian freshwater environment. Archives of Environmental Contamination and Toxicology, 82(4), 581-591. https://doi.org/10.1007/s00244-022-00922-x",Inland / Freshwater,inland
